Wall time,Step,Value
1474274116.216361,100,0.998896062374115
1474274583.299995,200,0.9987801313400269
1474275044.226725,300,0.9986519813537598
1474275268.297382,400,0.9985104203224182
1474275492.135423,500,0.9983539581298828
1474275952.89381,600,0.998181164264679
1474276176.569708,700,0.9979903101921082
1474276637.332045,800,0.9977794289588928
1474276861.109099,900,0.9975464344024658
1474277084.854983,1000,0.9972891211509705
1474277566.098277,1100,0.9970048666000366
1474277789.871778,1200,0.9966908693313599
1474278013.67669,1300,0.9963440895080566
1474278237.48155,1400,0.9959611892700195
1474278461.756318,1500,0.9955382943153381
1474278685.574621,1600,0.9950714111328125
1474278909.381993,1700,0.9945558905601501
1474279133.051168,1800,0.9939867854118347
1474279356.789483,1900,0.9933584928512573
1474279580.509108,2000,0.99266517162323
1474280061.008992,2100,0.9918999671936035
1474280285.096843,2200,0.9910557270050049
1474280508.974138,2300,0.9901243448257446
1474280732.692524,2400,0.989096999168396
1474280956.366885,2500,0.9879641532897949
1474281179.910003,2600,0.9867151379585266
1474281403.713349,2700,0.9853383898735046
1474281627.344,2800,0.9838213920593262
1474281851.01894,2900,0.9821502566337585
1474282074.609271,3000,0.9803099632263184
1474282555.389964,3100,0.9782841205596924
1474282778.941882,3200,0.9760549664497375
1474283002.56523,3300,0.9736030101776123
1474283226.092033,3400,0.9709076285362244
1474283449.570785,3500,0.9679459929466248
1474283673.089938,3600,0.9646939039230347
1474283896.651523,3700,0.9611251354217529
1474284120.614769,3800,0.9572114944458008
1474284344.372916,3900,0.9529232382774353
1474284568.10228,4000,0.9482284784317017
1474285048.046345,4100,0.9430934190750122
1474285271.605606,4200,0.9374827742576599
1474285495.04483,4300,0.9313589930534363
1474285718.406272,4400,0.9246836304664612
1474285941.664699,4500,0.9174168109893799
1474286165.465211,4600,0.9095173478126526
1474286388.710083,4700,0.9009438157081604
1474286612.044046,4800,0.8916546106338501
1474286835.349068,4900,0.8816089034080505
1474287058.54906,5000,0.8707666993141174
1474287537.426774,5100,0.8590903878211975
1474287760.526723,5200,0.8465449213981628
1474287984.360495,5300,0.8330994248390198
1474288207.520382,5400,0.8187282681465149
1474288430.704533,5500,0.8034116625785828
1474288653.927882,5600,0.7871373295783997
1474288876.995511,5700,0.7699015736579895
1474289100.14705,5800,0.7517104148864746
1474289323.193925,5900,0.7325805425643921
1474289546.416605,6000,0.7125405669212341
1474290026.522731,6100,0.691631019115448
1474290249.55065,6200,0.6699049472808838
1474290472.609868,6300,0.6474285125732422
1474290695.638058,6400,0.6242800951004028
1474290918.669316,6500,0.6005495190620422
1474291141.749709,6600,0.5763372182846069
1474291364.792016,6700,0.5517528057098389
1474291587.771582,6800,0.5269127488136292
1474291811.170118,6900,0.5019388198852539
1474292034.185864,7000,0.4769551157951355
1474292514.15146,7100,0.45208635926246643
1474292737.058097,7200,0.4274544417858124
1474292960.145587,7300,0.4031769931316376
1474293183.135666,7400,0.37936487793922424
1474293406.067663,7500,0.35611996054649353
1474293629.466968,7600,0.3335339426994324
1474293852.650147,7700,0.3116869330406189
1474294075.437283,7800,0.2906467914581299
1474294298.210023,7900,0.27046889066696167
1474294521.33967,8000,0.2511958181858063
1474294999.287112,8100,0.2328576147556305
1474295222.152028,8200,0.21547314524650574
1474295445.223775,8300,0.19904962182044983
1474295668.444111,8400,0.18358510732650757
1474295891.238052,8500,0.16906830668449402
1474296113.93415,8600,0.15548083186149597
1474296336.729954,8700,0.14279775321483612
1474296559.417082,8800,0.1309887170791626
1474296782.164551,8900,0.12001962214708328
1474297005.05748,9000,0.1098528802394867
1474297483.76527,9100,0.10044904798269272
1474297706.478076,9200,0.0917673110961914
1474297929.167351,9300,0.08376597613096237
1474298151.874004,9400,0.0764036700129509
1474298374.622873,9500,0.06963920593261719
1474298597.415447,9600,0.06343251466751099
1474298820.137577,9700,0.05774470418691635
1474299042.870074,9800,0.05253826081752777
1474299265.686816,9900,0.047777485102415085
1474299488.820497,10000,0.04342828691005707
1474299966.847909,10100,0.03945859894156456
1474300189.610429,10200,0.035838205367326736
1474300412.151038,10300,0.03253871202468872
1474300634.970775,10400,0.029533710330724716
1474300857.523123,10500,0.026798512786626816
1474301080.37503,10600,0.024310283362865448
1474301303.476249,10700,0.022047873586416245
1474301526.093287,10800,0.01999167911708355
1474301748.786327,10900,0.01812371052801609
1474301971.750524,11000,0.016427336260676384
1474302449.339231,11100,0.01488733571022749
1474302671.983614,11200,0.013489737175405025
1474302894.855882,11300,0.012221703305840492
1474303117.871332,11400,0.011071537621319294
1474303340.812616,11500,0.010028503835201263
1474303563.642266,11600,0.00908282957971096
1474303786.31617,11700,0.008225599303841591
1474304009.00837,11800,0.0074486578814685345
1474304231.711765,11900,0.006744608283042908
1474304454.515317,12000,0.006106691434979439
1474304933.303539,12100,0.0055287741124629974
1474305156.492247,12200,0.005005277693271637
1474305379.202364,12300,0.004531119018793106
1474305601.945182,12400,0.004101696889847517
1474305824.658715,12500,0.0037128168623894453
1474306047.376449,12600,0.0033606819342821836
1474306270.073548,12700,0.00304184528067708
1474306492.772653,12800,0.002753171371296048
1474306715.438509,12900,0.00249182665720582
1474306938.493507,13000,0.0022552318405359983
1474307416.563969,13100,0.002041055355221033
1474307639.239234,13200,0.001847183215431869
1474307861.915903,13300,0.001671693637035787
1474308084.666615,13400,0.0015128526138141751
1474308307.295776,13500,0.0013690822524949908
1474308530.0132,13600,0.0012389577459543943
1474308752.70074,13700,0.001121188048273325
1474308975.825702,13800,0.0010146008571609855
1474309198.487633,13900,0.0009181378991343081
1474309421.21159,14000,0.000830837816465646
1474309900.289466,14100,0.0007518322672694921
1474310122.943606,14200,0.0006803350988775492
1474310345.558692,14300,0.0006156322779133916
1474310568.258222,14400,0.0005570800858549774
1474310791.365982,14500,0.0005040934192948043
1474311013.974647,14600,0.0004561443056445569
1474311236.665174,14700,0.00041275456896983087
1474311459.385364,14800,0.00037349030026234686
1474311682.121616,14900,0.00033796022762544453
1474311904.844692,15000,0.0003058087604586035
1474312382.981266,15100,0.00027671517455019057
1474312605.848497,15200,0.0002503889554645866
1474312828.82479,15300,0.00022656664077658206
1474313051.410435,15400,0.00020501049584709108
1474313274.140393,15500,0.0001855047303251922
1474313496.757307,15600,0.0001678545231698081
1474313719.304362,15700,0.00015188356337603182
1474313942.072191,15800,0.0001374318526359275
1474314164.933556,15900,0.00012435518146958202
1474314387.710525,16000,0.00011252250260440633
1474314866.401933,16100,0.00010181563993683085
1474315089.128178,16200,9.212744771502912e-05
1474315311.767508,16300,8.336122118635103e-05
1474315534.186278,16400,7.542892126366496e-05
1474315756.763134,16500,6.825137097621337e-05
1474315979.173312,16600,6.175677117425948e-05
1474316201.677904,16700,5.588014391832985e-05
1474316424.726162,16800,5.056279769632965e-05
1474316647.651036,16900,4.575130878947675e-05
1474316870.474483,17000,4.139765951549634e-05
1474317348.227283,17100,3.745828871615231e-05
1474317570.903879,17200,3.389376797713339e-05
1474317793.70029,17300,3.066849603783339e-05
1474318016.390719,17400,2.775007305899635e-05
1474318239.209729,17500,2.5109360649366863e-05
1474318462.330872,17600,2.2719934349879622e-05
1474318684.987958,17700,2.0557883544825017e-05
1474318907.607043,17800,1.860160773503594e-05
1474319130.3726,17900,1.683145274000708e-05
1474319353.292255,18000,1.5229747077682987e-05
1474319832.056955,18100,1.3780460903944913e-05
1474320054.712396,18200,1.2469087778299581e-05
1474320277.941749,18300,1.1282527339062653e-05
1474320500.758755,18400,1.0208860658167396e-05
1474320723.506225,18500,9.237364793079905e-06
1474320946.079072,18600,8.35831724543823e-06
1474321168.795868,18700,7.56292138248682e-06
1474321391.389543,18800,6.8432286752795335e-06
1474321614.197115,18900,6.1920118241687305e-06
1474321837.00027,19000,5.6027652135526296e-06
1474322316.884005,19100,5.069592134532286e-06
1474322539.688961,19200,4.587156581692398e-06
1474322762.335803,19300,4.150639597355621e-06
1474322984.909911,19400,3.7556544612016296e-06
1474323207.683282,19500,3.398256467335159e-06
1474323430.392353,19600,3.074869482588838e-06
