Wall time,Step,Value
1474274089.313653,100,0.0010000000474974513
1474274545.922612,200,0.0010000000474974513
1474274996.067934,300,0.0010000000474974513
1474275215.23722,400,0.0010000000474974513
1474275434.753705,500,0.0010000000474974513
1474275884.87035,600,0.0010000000474974513
1474276104.357733,700,0.0010000000474974513
1474276554.749415,800,0.0010000000474974513
1474276774.189408,900,0.0010000000474974513
1474276993.762782,1000,0.0009000000427477062
1474277465.198253,1100,0.0009000000427477062
1474277684.531037,1200,0.0009000000427477062
1474277903.776307,1300,0.0009000000427477062
1474278122.905441,1400,0.0009000000427477062
1474278342.053603,1500,0.0009000000427477062
1474278561.309743,1600,0.0009000000427477062
1474278780.526307,1700,0.0009000000427477062
1474279000.280886,1800,0.0009000000427477062
1474279219.680683,1900,0.0009000000427477062
1474279438.958601,2000,0.0008099999977275729
1474279908.912513,2100,0.0008099999977275729
1474280128.06398,2200,0.0008099999977275729
1474280347.211654,2300,0.0008099999977275729
1474280566.369237,2400,0.0008099999977275729
1474280785.582671,2500,0.0008099999977275729
1474281004.789441,2600,0.0008099999977275729
1474281224.673486,2700,0.0008099999977275729
1474281443.766161,2800,0.0008099999977275729
1474281663.010908,2900,0.0008099999977275729
1474281882.195287,3000,0.00072900002123788
1474282352.423526,3100,0.00072900002123788
1474282571.539198,3200,0.00072900002123788
1474282790.871193,3300,0.00072900002123788
1474283009.960986,3400,0.00072900002123788
1474283229.545468,3500,0.00072900002123788
1474283449.127354,3600,0.00072900002123788
1474283668.408946,3700,0.00072900002123788
1474283887.340623,3800,0.00072900002123788
1474284106.381519,3900,0.00072900002123788
1474284325.520014,4000,0.0006560998735949397
1474284794.528843,4100,0.0006560998735949397
1474285013.573764,4200,0.0006560998735949397
1474285232.660236,4300,0.0006560998735949397
1474285452.349787,4400,0.0006560998735949397
1474285671.662718,4500,0.0006560998735949397
1474285890.868507,4600,0.0006560998735949397
1474286109.898744,4700,0.0006560998735949397
1474286329.008942,4800,0.0006560998735949397
1474286547.982819,4900,0.0006560998735949397
1474286767.04824,5000,0.0005904899444431067
1474287235.631087,5100,0.0005904899444431067
1474287454.781894,5200,0.0005904899444431067
1474287674.404725,5300,0.0005904899444431067
